,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,MonthlyCharge,Bandwidth_GB_Year,Tenure
0,0.4166666666666667,-0.1354620294356919,-0.5163495627103282,-0.5,-0.5,1.0,0.0818167926432192,-0.5460185477484356,-0.5346129687807477
1,-0.7222222222222222,-0.33701779781448177,0.42531113659376907,0.0,-0.5,1.0,1.2368900151666964,-0.5698257173002891,-0.6398894945656652
2,-0.08333333333333333,-0.6925346588303365,0.18582382225871114,-0.75,-0.5,1.0,-0.1240565666777811,-0.2815914285995605,-0.36735606702632684
3,-0.1388888888888889,-0.4187174254244435,1.2388367287386763,0.75,0.5,0.0,-0.7822809614262655,-0.256331480765247,-0.34246752634269584
4,0.8333333333333334,0.20291858497223206,-0.4735548300787269,1.0,0.5,1.0,-0.28863869182117974,-0.6915566219116698,-0.6302877292226651
5,0.8333333333333334,-0.3089346346985037,-0.40431726955706176,0.75,1.0,1.0,0.2884182672820688,-0.5150226662253007,-0.5307766628368523
6,0.7222222222222222,-0.6379241156737795,0.29463039361258664,-0.5,-0.5,1.0,0.5371336507784663,-0.31549376385901307,-0.4143551616065155
7,-0.6388888888888888,-0.18843889748681356,-0.5635978233333024,1.0,-0.5,0.0,-0.8646757430267286,-0.5287582525452846,-0.581871342340567
8,-0.1111111111111111,0.7484661332434295,-1.0830829080060569,2.0,0.5,3.0,-0.8232360942680963,-0.45214043679493227,-0.5080050988777852
9,0.9166666666666666,0.5014716817278747,-0.331725183111966,1.5,0.0,0.0,-0.0823301125432524,-0.6370075812931527,-0.5975945680702857
10,-0.8333333333333334,-0.31127139559958517,-0.17131913123650627,-0.75,-0.5,2.0,0.12300811814755314,-0.12662316113795655,-0.3017664473580648
11,0.08333333333333333,-0.43585690528645116,-0.8447240444910006,1.25,0.0,1.0,-0.28841193040575785,-0.4825533553613964,-0.4650398048266908
12,0.8333333333333334,1.484371515296121,-0.44155021207100204,-0.75,-0.5,0.0,-0.49453223038986155,-0.4789210733654088,-0.4185611489385454
13,-0.6666666666666666,2.408596899265251,-1.0472565432743035,0.5,0.0,0.0,0.28782283134069586,-0.30596395588965464,-0.34635098824077515
14,-0.6388888888888888,0.9137236277610429,0.4485064198330105,-0.5,1.0,0.0,-0.12376033005480393,-0.39020005111111244,-0.47366155001327664
15,-0.3888888888888889,1.6428118405585417,0.19738198923839947,0.25,0.0,0.0,0.16732744101495606,-0.330949763191174,-0.4025326396488078
16,0.2777777777777778,-0.04442211866174722,0.8868759470054064,0.25,0.0,0.0,0.4523309384768973,-0.2779889102371022,-0.36683320665931946
17,0.19444444444444445,0.3225084231779934,-0.0474260826453059,1.0,1.0,0.0,0.5793412795677415,-0.5511769882971544,-0.6184816288200659
18,0.2222222222222222,0.17904982157948734,-0.11233203695722252,-0.25,0.0,0.0,-0.24679188641499825,-0.33254017490912074,-0.34204316472501484
19,-0.8333333333333334,-0.4019773994070358,0.22876208187188363,-0.5,0.0,0.0,-0.28869873578165434,-0.3047256294584063,-0.42239471473602874
20,-0.4166666666666667,0.18969222433992208,0.5189043930421375,0.5,-0.5,3.0,0.28793709262732237,-0.2182274521082306,-0.2796118305898507
21,-0.6388888888888888,0.3687045695653354,-0.767788391127817,1.5,0.0,0.0,-0.6581946196595317,-0.6173873282725758,-0.6163782628012217
22,-0.027777777777777776,-0.16838125885424785,-0.16338651689544986,1.0,0.0,1.0,-0.6998610298335859,-0.5900386176661793,-0.5372867614668939
23,0.4166666666666667,1.3676375222368886,-0.7363598720512969,-0.75,-0.5,0.0,-0.28863869182117974,-0.5366283692967765,-0.5019741348844599
24,0.6111111111111112,-0.13668684486648525,0.9438025258201727,0.75,0.0,0.0,-0.08184893788850595,-0.553782843887653,-0.5537519245731376
25,0.6666666666666666,-0.6058464141118018,-0.06349651947436666,0.0,0.0,0.0,-1.2349429481973038,-0.5759615979237123,-0.5838614866813859
26,-0.16666666666666666,-0.7174407089174102,1.4790302917719382,0.75,-0.5,1.0,0.9079884407475567,-0.4076378564020864,-0.4672118051205792
27,0.4722222222222222,0.31486354087909696,1.19394656807898,0.0,-0.5,0.0,-0.45268542498368003,-0.6576328032779969,-0.635488237075725
28,-0.9166666666666666,-0.6668758484077068,0.8647901624565867,0.25,0.5,0.0,0.5373604121938882,-0.4644309012054331,-0.6347794382981969
29,0.4444444444444444,0.00800039328126878,0.15163505110127848,1.5,0.0,0.0,1.4840891405263386,-0.3527648662140025,-0.5601841847522898
30,-0.2222222222222222,0.3001910338778159,-0.8618718366824247,0.5,-0.5,0.0,1.030695697175396,-0.34119162807834663,-0.4545682186630903
31,-0.3611111111111111,-0.33439856807994883,-1.4092651081133134,0.25,0.5,0.0,-0.3291126500082642,-0.6407519209944853,-0.5945308567765626
32,0.8055555555555556,0.5522957904281132,-0.3148134630603675,-0.75,-0.5,0.0,1.030695697175396,-0.5208541002964939,-0.5732246816826887
33,0.5833333333333334,-0.21246902965121778,0.2816833393609295,-1.0,0.0,1.0,0.12300811814755314,-0.13765978920689717,-0.2712976666886672
34,0.4444444444444444,-0.6454461343177513,-1.1332482922583647,0.75,0.0,0.0,1.6489038537194813,-0.505261839839678,-0.596675190045427
35,-0.027777777777777776,-0.731518297168529,0.9579365677525028,-0.25,-0.5,1.0,-0.08232068129617122,-0.4758005726591189,-0.5591998447317565
36,-0.75,-0.6776840289226334,1.5923005255777185,1.0,0.0,1.0,1.0288525055992475,-0.547615035512773,-0.5996313501817357
37,-0.7777777777777778,0.08990224623713533,-0.1446356605254364,-0.75,0.5,0.0,-0.4523611250513246,-0.4456904788668831,-0.5277788720896941
38,0.3611111111111111,-0.22847834024723068,1.7266465524637513,0.0,0.0,0.0,0.287710331211901,-0.497863735388874,-0.47763144011111447
39,0.5277777777777778,0.5045609090323232,-0.5177125975413989,-0.5,0.0,1.0,-0.32936706324758874,-0.40219809659296746,-0.36198141083414725
40,-0.8888888888888888,0.1481643089753445,0.356975282130737,0.0,0.0,0.0,0.08185527476481691,-0.45276980515128296,-0.4900989061821366
41,0.05555555555555555,0.579535956026569,-0.49533151231591077,1.0,0.5,0.0,-0.9876097608699899,-0.5486945244658148,-0.6054217814166132
42,-0.3333333333333333,-0.6221743472004905,0.6401092003054207,-0.25,0.0,2.0,1.4427835537353781,-0.4951995646461079,-0.5882191271746331
43,-0.5833333333333334,-0.2668899865459888,-0.4461842399572188,0.25,-0.5,0.0,0.41102535168593685,-0.29032701664668664,-0.3149785064706484
44,-0.8611111111111112,-0.5300383632944535,0.794163194577137,-1.5,-0.5,0.0,1.2368900151666964,-0.42918195200297754,-0.49721933200510954
45,-0.25,0.6257162300757148,0.14297602973827875,-1.75,0.0,0.0,1.2787368205728784,-0.3606818531819873,-0.46774006874833224
46,-0.8333333333333334,2.9083333523164536,0.6284782238424039,-0.25,0.0,0.0,0.287710331211901,-0.205682473019162,-0.24593969408696498
47,-0.2777777777777778,0.1230848388968696,-0.06795815776746286,-0.25,0.0,0.0,0.45298799848296817,-0.47488579142198334,-0.48548059602446414
48,0.9166666666666666,-0.1950664804802204,-0.5441031883158611,-0.25,0.5,2.0,-1.0290729301383585,-0.5838433408201054,-0.5166006598975231
