,Age,MonthlyCharge,Bandwidth_GB_Year
0,0.4166666666666667,0.0818167926432192,-0.5460185477484356
1,-0.7222222222222222,1.2368900151666964,-0.5698257173002891
2,-0.08333333333333333,-0.1240565666777811,-0.2815914285995605
3,-0.1388888888888889,-0.7822809614262655,-0.256331480765247
4,0.8333333333333334,-0.28863869182117974,-0.6915566219116698
5,0.8333333333333334,0.2884182672820688,-0.5150226662253007
6,0.7222222222222222,0.5371336507784663,-0.31549376385901307
7,-0.6388888888888888,-0.8646757430267286,-0.5287582525452846
8,-0.1111111111111111,-0.8232360942680963,-0.45214043679493227
9,0.9166666666666666,-0.0823301125432524,-0.6370075812931527
10,-0.8333333333333334,0.12300811814755314,-0.12662316113795655
11,0.08333333333333333,-0.28841193040575785,-0.4825533553613964
12,0.8333333333333334,-0.49453223038986155,-0.4789210733654088
13,-0.6666666666666666,0.28782283134069586,-0.30596395588965464
14,-0.6388888888888888,-0.12376033005480393,-0.39020005111111244
15,-0.3888888888888889,0.16732744101495606,-0.330949763191174
16,0.2777777777777778,0.4523309384768973,-0.2779889102371022
17,0.19444444444444445,0.5793412795677415,-0.5511769882971544
18,0.2222222222222222,-0.24679188641499825,-0.33254017490912074
19,-0.8333333333333334,-0.28869873578165434,-0.3047256294584063
20,-0.4166666666666667,0.28793709262732237,-0.2182274521082306
21,-0.6388888888888888,-0.6581946196595317,-0.6173873282725758
22,-0.027777777777777776,-0.6998610298335859,-0.5900386176661793
23,0.4166666666666667,-0.28863869182117974,-0.5366283692967765
24,0.6111111111111112,-0.08184893788850595,-0.553782843887653
25,0.6666666666666666,-1.2349429481973038,-0.5759615979237123
26,-0.16666666666666666,0.9079884407475567,-0.4076378564020864
27,0.4722222222222222,-0.45268542498368003,-0.6576328032779969
28,-0.9166666666666666,0.5373604121938882,-0.4644309012054331
29,0.4444444444444444,1.4840891405263386,-0.3527648662140025
30,-0.2222222222222222,1.030695697175396,-0.34119162807834663
31,-0.3611111111111111,-0.3291126500082642,-0.6407519209944853
32,0.8055555555555556,1.030695697175396,-0.5208541002964939
33,0.5833333333333334,0.12300811814755314,-0.13765978920689717
34,0.4444444444444444,1.6489038537194813,-0.505261839839678
35,-0.027777777777777776,-0.08232068129617122,-0.4758005726591189
36,-0.75,1.0288525055992475,-0.547615035512773
37,-0.7777777777777778,-0.4523611250513246,-0.4456904788668831
38,0.3611111111111111,0.287710331211901,-0.497863735388874
39,0.5277777777777778,-0.32936706324758874,-0.40219809659296746
40,-0.8888888888888888,0.08185527476481691,-0.45276980515128296
41,0.05555555555555555,-0.9876097608699899,-0.5486945244658148
42,-0.3333333333333333,1.4427835537353781,-0.4951995646461079
43,-0.5833333333333334,0.41102535168593685,-0.29032701664668664
44,-0.8611111111111112,1.2368900151666964,-0.42918195200297754
45,-0.25,1.2787368205728784,-0.3606818531819873
46,-0.8333333333333334,0.287710331211901,-0.205682473019162
47,-0.2777777777777778,0.45298799848296817,-0.47488579142198334
48,0.9166666666666666,-1.0290729301383585,-0.5838433408201054
49,0.8611111111111112,-1.2344017295820828,-0.5475277413381247
50,0.25,0.28795727187500386,-0.5180046877079083
51,0.4166666666666667,0.3320080922404275,-0.4702178151231784
52,0.16666666666666666,-0.28841193040575785,-0.5867487419019851
53,-0.6111111111111112,0.040489644013381836,-0.6498572075703364
54,-0.05555555555555555,-0.12317274525628841,-0.4558649535926318
55,0.1388888888888889,-0.6176003102007941,-0.33080864859548154
56,0.5555555555555556,-0.8646757430267286,-0.449506870898832
57,-0.5555555555555556,-0.4109772737230675,-0.5336949487134635
58,0.1388888888888889,0.8668032052282489,-0.32431717809809274
59,-0.1111111111111111,-0.699634268418164,-0.598395664583831
60,-0.75,-0.04147804858313521,-0.5040718770713656
61,-0.7777777777777778,0.4525034825661668,-0.591948938946564
62,-0.3055555555555556,-0.24737158715181698,-0.4283294998542985
63,0.7777777777777778,-1.234174968166661,-0.5020118759948589
64,-0.2777777777777778,-0.6583104610503818,-0.5048489566149711
65,0.2777777777777778,0.28768876937302407,-0.3928793110426708
66,0.4722222222222222,1.6074642049608496,-0.5223640107450735
67,0.6944444444444444,0.6604284920048208,-0.4498061324146828
68,-0.1388888888888889,-0.2472590870230221,-0.33814201182111714
69,0.2777777777777778,0.5373604121938882,-0.4964273523481464
70,0.19444444444444445,0.7434881847542131,-0.13857304688036612
71,0.9444444444444444,1.442422730352285,-0.4624373212514405
72,0.027777777777777776,-0.5354873632316924,-0.5648381210471873
73,-0.5,1.442709535728181,-0.3912069393241868
74,0.4722222222222222,0.7815193182719335,-0.6048250550690989
75,0.3888888888888889,1.6899826790950203,-0.3750707585918273
76,-0.19444444444444445,0.5379016308091092,-0.577388430677908
77,-0.08333333333333333,-0.2888112359104492,-0.1962232009667201
78,-0.8055555555555556,1.195450366408064,-0.1423172088440995
79,-0.9166666666666666,-0.6581946196595317,-0.4942873647539019
80,-0.6666666666666666,0.33124011220978455,-0.34675050035700494
81,-0.6111111111111112,0.04128114455376113,-0.5370976389529623
82,0.5277777777777778,0.41102535168593685,-0.3154976466818234
83,0.5,-0.7814894608858861,-0.32039157250724126
84,-0.5833333333333334,0.45298799848296817,-0.6087342275302912
85,-0.5555555555555556,-0.4530925816312293,-0.6246283148466756
86,0.3888888888888889,-0.8641345244115075,-0.6174443904104032
87,0.3611111111111111,0.6609096666595672,-0.5752690477936353
88,-0.8888888888888888,0.33124011220978455,-0.4336729627149687
89,0.2222222222222222,-0.5354873632316924,-0.663471959451283
90,0.6111111111111112,0.4112521131013583,-0.6597714030429928
91,0.2777777777777778,0.9076276173644635,-0.26241751664804397
92,0.4166666666666667,-0.08255687395867428,-0.6519006081711762
93,-0.5833333333333334,-0.12353356863938203,-0.18349695504553262
94,0.6388888888888888,0.28795727187500386,-0.2404710222946731
95,-0.6666666666666666,1.2782556459181318,-0.4875365139220771
96,0.8333333333333334,-0.699634268418164,-0.6322615807631596
97,-0.8333333333333334,0.32918846209213093,-0.30411572326572367
98,0.75,-0.08203387592027521,-0.2812051883122595
99,-0.9166666666666666,0.24660994399748504,-0.5085819271563831
100,0.4444444444444444,0.9081688359796845,-0.33873856780728817
101,-0.5833333333333334,0.24660994399748504,-0.4326386446083348
102,0.0,0.8670299666436708,-0.5681134540547792
103,-0.7777777777777778,0.040377143884586957,-0.3202552819550701
104,0.4444444444444444,0.6168771491680602,-0.22639778401101743
105,0.5,0.6168771491680602,-0.5639951386961856
106,0.0,1.2779688405422354,-0.27748601260873546
107,0.08333333333333333,0.08210968800414147,-0.42365120277382484
108,-0.3055555555555556,0.08183697189090067,-0.3025986007766702
109,-0.5555555555555556,0.4525034825661668,-0.4495448512466275
110,-0.16666666666666666,-0.49453223038986155,-0.5919067473142997
111,-0.1388888888888889,0.4112521131013583,-0.5496704058707454
112,0.2777777777777778,-0.12399652271730652,-0.6672817737436719
113,-0.3611111111111111,-0.9057545684022676,-0.38463762959812725
114,0.3888888888888889,0.12306816210802772,-0.4248890781364276
115,0.08333333333333333,-0.08282537646065405,-0.23580738425547096
116,-0.8055555555555556,-0.4938007738099568,-0.4428480373809829
117,0.7222222222222222,1.771837871562743,-0.36280433692180036
118,0.2222222222222222,-0.6590784410810244,-0.4572299673199905
119,-0.4166666666666667,0.7020485359955808,-0.43135837385090875
120,-0.6944444444444444,-0.3296538686234852,-0.15532974840243322
121,-0.25,1.2372971718142456,-0.4651499531357898
122,0.3333333333333333,-0.8641345244115075,-0.5284407837883965
123,-0.5,0.3320080922404275,-0.44409517436457663
124,-0.6111111111111112,-0.2879307557510114,-0.4948119711528704
125,-0.5277777777777778,-0.6999210737940604,-0.4620351544705527
126,0.4166666666666667,0.8670299666436708,-0.5151635056277368
127,0.25,0.08235996992929974,-0.40195723306324416
128,-0.027777777777777776,-0.7814894608858861,-0.5260841662009623
129,-0.5833333333333334,0.8670299666436708,-0.4679067111207538
130,-0.16666666666666666,-0.4529581410969208,-0.48675042312127026
131,0.3611111111111111,-0.12399652271730652,-0.6212932897319544
132,0.4722222222222222,0.2874620079576022,-0.42223014549153065
133,-0.3333333333333333,1.4015706663921677,-0.39136945416136654
134,0.16666666666666666,-0.9057545684022676,-0.5500639658158661
135,-0.19444444444444445,0.20565481115565415,-0.5091126905733919
136,0.4722222222222222,0.5753990182878298,-0.5351324646905714
137,1.0,0.4935823079417059,-0.43109043562694155
