,Revenue
2021-08-09,0.15738709000000028
2021-08-10,-0.6446894600000004
2021-08-11,0.9950568700000009
2021-08-12,-0.43877548000000033
2021-08-13,0.4453847399999997
2021-08-14,0.23545367000000006
2021-08-15,-0.8211108899999999
2021-08-16,0.9603596999999997
2021-08-17,0.27125863000000017
2021-08-18,0.8004790199999992
2021-08-19,-0.554331809999999
2021-08-20,-0.0874644
2021-08-21,-0.4641725300000008
2021-08-22,0.3797016500000012
2021-08-23,0.10096167999999928
2021-08-24,0.1632490999999998
2021-08-25,-0.13707851999999932
2021-08-26,0.4076765299999998
2021-08-27,-0.7275966599999997
2021-08-28,-0.08085942000000124
2021-08-29,-0.4694278799999996
2021-08-30,0.9257011500000001
2021-08-31,-0.8605386799999994
2021-09-01,0.30102620999999985
2021-09-02,0.41429004999999997
2021-09-03,-0.7141238600000008
2021-09-04,-0.40481675000000017
2021-09-05,0.39593968000000146
2021-09-06,-0.20791031999999987
2021-09-07,0.10928305999999921
2021-09-08,-0.8940993600000002
2021-09-09,-0.14333427000000043
2021-09-10,-0.2737366199999993
2021-09-11,0.2016778299999995
2021-09-12,-0.26896279999999884
2021-09-13,0.15407721999999957
2021-09-14,-0.5156491400000007
2021-09-15,0.09598839000000048
2021-09-16,-0.34553621000000057
2021-09-17,-0.6913242699999991
2021-09-18,-0.2284990699999998
2021-09-19,-0.8971763580000012
2021-09-20,0.2279101180000005
2021-09-21,0.2267433600000004
2021-09-22,-0.0829169700000012
2021-09-23,-0.03915326999999991
2021-09-24,-0.09104747999999852
2021-09-25,-0.09191820400000061
2021-09-26,-0.1270950089999996
2021-09-27,1.146974822999999
2021-09-28,-0.6876878800000004
2021-09-29,0.5937143600000017
2021-09-30,-0.28918234
2021-10-01,-0.07781210999999999
2021-10-02,0.07972684999999835
2021-10-03,-0.27443111999999914
2021-10-04,-0.12390590999999951
2021-10-05,0.449109889999999
2021-10-06,-0.04943495999999925
2021-10-07,-0.09153339000000038
2021-10-08,0.035426360000000656
2021-10-09,1.1396005799999998
2021-10-10,-0.7306227400000012
2021-10-11,0.3113278300000015
2021-10-12,-0.14960910000000105
2021-10-13,0.4611135900000001
2021-10-14,0.43942146000000015
2021-10-15,-0.03771573999999944
2021-10-16,0.7128734599999991
2021-10-17,-0.08062597999999888
2021-10-18,0.9078341999999999
2021-10-19,-0.9789157199999998
2021-10-20,1.0613613699999984
2021-10-21,0.06534991000000012
2021-10-22,-0.14404744999999863
2021-10-23,0.09284910999999951
2021-10-24,-0.6885968499999997
2021-10-25,0.21769577999999967
2021-10-26,-0.24194999000000017
2021-10-27,-0.31742780999999987
2021-10-28,-0.1808276400000004
2021-10-29,0.1338200399999998
2021-10-30,0.2639515200000009
2021-10-31,0.11354518999999996
2021-11-01,0.8236729999999994
2021-11-02,-0.18492891999999905
2021-11-03,-0.57783491
2021-11-04,-0.35953979000000125
2021-11-05,0.5921316000000001
2021-11-06,-0.16908778999999896
2021-11-07,-1.065161680000001
2021-11-08,1.0887789800000007
2021-11-09,-0.9558248599999999
2021-11-10,0.6560671799999991
2021-11-11,-0.5968574799999988
2021-11-12,1.5360694099999996
2021-11-13,-1.0062703000000006
2021-11-14,0.5683234299999995
2021-11-15,-0.7277364999999989
2021-11-16,0.3556375499999991
2021-11-17,-0.13036269999999917
2021-11-18,1.2118599899999989
2021-11-19,-1.0021195699999996
2021-11-20,1.4002206200000007
2021-11-21,-0.04389476999999964
2021-11-22,0.12807486999999895
2021-11-23,0.4548942700000005
2021-11-24,0.5993250700000008
2021-11-25,-0.37476418000000145
2021-11-26,0.6935194300000003
2021-11-27,-0.8629223599999989
2021-11-28,0.7404396299999991
2021-11-29,-0.3696793300000003
2021-11-30,0.15892625000000038
2021-12-01,-0.40355907999999907
2021-12-02,0.19189891999999986
2021-12-03,0.29410603999999907
2021-12-04,0.14574868999999957
2021-12-05,0.5608925799999991
2021-12-06,-0.40592811999999867
2021-12-07,0.9273328700000008
2021-12-08,-0.3452832000000008
2021-12-09,-0.86986454
2021-12-10,0.9405417399999987
2021-12-11,0.2755254600000008
2021-12-12,-0.09993550999999812
2021-12-13,0.4593765499999982
2021-12-14,0.750847610000001
2021-12-15,-0.43212225999999987
2021-12-16,-0.32521660000000097
2021-12-17,0.802983900000001
2021-12-18,0.20593505999999806
2021-12-19,-0.3859520599999975
2021-12-20,-0.5179707100000002
2021-12-21,0.7014315199999999
2021-12-22,-0.6963436200000004
2021-12-23,0.3276922899999981
2021-12-24,-0.7618684399999971
2021-12-25,0.6372980699999999
2021-12-26,-0.6977778900000011
2021-12-27,0.17028041000000016
2021-12-28,0.5591075200000013
2021-12-29,-0.6870282000000003
2021-12-30,-0.6088244800000027
2021-12-31,0.4259850000000007
