,Revenue
2020-01-02,0.000793191
2020-01-03,0.8247485950000001
2020-01-04,-0.505209506
2020-01-05,0.7622218049999999
2020-01-06,-0.9749003009999999
2020-01-07,0.386247577
2020-01-08,-0.11720290899999997
2020-01-09,-0.07262360400000001
2020-01-10,0.287673001
2020-01-11,0.139271052
2020-01-12,0.380567314
2020-01-13,-0.150683526
2020-01-14,0.0031107300000000615
2020-01-15,0.015718467000000014
2020-01-16,0.10581500599999993
2020-01-17,0.177002895
2020-01-18,0.06863352000000011
2020-01-19,0.0802464249999999
2020-01-20,0.2976870469999999
2020-01-21,0.026666748000000018
2020-01-22,0.025176359000000037
2020-01-23,0.7976416270000002
2020-01-24,-1.074396563
2020-01-25,0.6057396829999999
2020-01-26,0.750623939
2020-01-27,-0.6783642649999999
2020-01-28,0.9510654299999999
2020-01-29,-0.36668879899999984
2020-01-30,0.33266188099999994
2020-01-31,-0.43140427599999986
2020-02-01,0.4703922549999997
2020-02-02,-0.6753423009999997
2020-02-03,0.599519312
2020-02-04,-0.029513370000000094
2020-02-05,0.2779313059999997
2020-02-06,-0.016796328999999943
2020-02-07,0.312775786
2020-02-08,-0.4163788249999998
2020-02-09,0.40165156999999985
2020-02-10,-0.8789474779999997
2020-02-11,-0.2934743270000002
2020-02-12,0.03412023700000022
2020-02-13,0.16007219699999986
2020-02-14,0.7296479150000001
2020-02-15,-0.37210923900000026
2020-02-16,0.2655615290000002
2020-02-17,-0.3399218180000001
2020-02-18,0.1804968680000001
2020-02-19,-0.199028502
2020-02-20,-0.3254127760000003
2020-02-21,0.6908771680000001
2020-02-22,-0.25034210599999973
2020-02-23,0.387216456
2020-02-24,-1.0504325010000004
2020-02-25,-0.46680505699999975
2020-02-26,-0.21161893799999998
2020-02-27,0.012626873999999955
2020-02-28,-0.14735762200000013
2020-02-29,-0.22938727199999986
2020-03-01,0.3193941389999999
2020-03-02,0.5438317240000001
2020-03-03,-0.13600195900000012
2020-03-04,0.33569314299999986
2020-03-05,-0.5880516949999999
2020-03-06,0.845935941
2020-03-07,-1.083491305
2020-03-08,0.721146273
2020-03-09,0.746753762
2020-03-10,-0.24918898800000022
2020-03-11,0.2402126840000003
2020-03-12,0.9241086460000001
2020-03-13,0.05038853799999998
2020-03-14,1.1997179080000002
2020-03-15,0.3440148059999997
2020-03-16,0.6510118189999998
2020-03-17,0.2336044020000001
2020-03-18,0.06781863600000015
2020-03-19,-0.33244913000000054
2020-03-20,0.13421824600000054
2020-03-21,0.5793947140000002
2020-03-22,0.2569427909999993
2020-03-23,-0.7987337739999996
2020-03-24,1.1018471060000001
2020-03-25,-0.4597329300000004
2020-03-26,0.49180522999999976
2020-03-27,0.45579266100000027
2020-03-28,-1.079947894
2020-03-29,0.7991860370000001
2020-03-30,0.1806983070000001
2020-03-31,-0.4192022710000005
2020-04-01,0.6377343490000005
2020-04-02,-1.0362687619999997
2020-04-03,0.5492466839999999
2020-04-04,-0.044426555000000256
2020-04-05,-0.6235185479999998
2020-04-06,0.2680567580000002
2020-04-07,-0.7725427750000007
2020-04-08,0.13092554600000028
2020-04-09,0.4476365710000003
2020-04-10,-0.537198074
2020-04-11,0.12373383999999987
2020-04-12,-0.43242926699999984
2020-04-13,0.3612507850000002
2020-04-14,0.2791078779999996
2020-04-15,-0.31424834700000037
2020-04-16,-0.23057526699999986
2020-04-17,0.45302423000000047
2020-04-18,0.5770280469999998
2020-04-19,0.7656299569999998
2020-04-20,0.08726542699999928
2020-04-21,0.0003421060000015075
2020-04-22,-0.0898202760000002
2020-04-23,-0.3712071880000005
2020-04-24,-0.40880984799999975
2020-04-25,-0.8547868620000001
2020-04-26,1.1088992380000002
2020-04-27,-0.4168036190000004
2020-04-28,1.0277243380000005
2020-04-29,-0.6992096290000003
